VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,population
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,598670,
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,646048,
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,618083,
CICDALLC,All causes of death,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,650614,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,9621,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,11075,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,12546,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,12816,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,13217,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,15810,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,12850,
CICDINFE,Certain infectious and parasitic diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,14070,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,852,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,831,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,881,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,773,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,722,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,704,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,460,
CICDHIVD,HIV-AIDS,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,465,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,167253,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,167883,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,169180,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,168144,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,169098,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,170339,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,170286,
CICDTUME,Malignant neoplasms,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,170554,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,18863,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,19120,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,19202,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,18756,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,18671,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,18979,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,19575,
CICDNCRA,"Malignant neoplasms of colon, rectum and anus",NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,19407,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,33734,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,33819,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,33538,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,33483,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,33386,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,33975,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,33838,
CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,33904,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,2752,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,2925,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,3112,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,2851,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,2838,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,3138,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,3103,
CICDSANG,Diseases of the blood and blood-forming organs,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,3272,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,25766,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,26801,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,27633,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,26649,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,26125,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,29258,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,27647,
CICDENDO,"Endocrine, nutritional and metabolic diseases",NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,29519,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,20620,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,21159,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,21536,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,20921,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,20183,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,22246,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,21354,
CICDDBTM,Diabetes mellitus,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,22441,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,14659,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,15970,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,17356,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,17389,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,17597,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,21397,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,21535,
CICDTROU,Mental and behavioural disorders,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,24406,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,22454,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,23257,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,25024,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,24098,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,24478,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,28216,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,27699,
CICDNERV,Diseases of the nervous system,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,30672,
CICDCIRC,Diseases of the circulatory system,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,221617,
CICDCIRC,Diseases of the circulatory system,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,223110,
CICDCIRC,Diseases of the circulatory system,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,230160,
CICDCIRC,Diseases of the circulatory system,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,222317,
CICDCIRC,Diseases of the circulatory system,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,220193,
CICDCIRC,Diseases of the circulatory system,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,239514,
CICDCIRC,Diseases of the circulatory system,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,221914,
CICDCIRC,Diseases of the circulatory system,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,232992,
CICDISCH,Ischaemic heart diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,72498,
CICDISCH,Ischaemic heart diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,74712,
CICDISCH,Ischaemic heart diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,75098,
CICDISCH,Ischaemic heart diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,71572,
CICDISCH,Ischaemic heart diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,69653,
CICDISCH,Ischaemic heart diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,73172,
CICDISCH,Ischaemic heart diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,66868,
CICDISCH,Ischaemic heart diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,67789,
CICDMYOC,Acute myocardial infarction,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,29027,
CICDMYOC,Acute myocardial infarction,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,28495,
CICDMYOC,Acute myocardial infarction,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,27692,
CICDMYOC,Acute myocardial infarction,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,26024,
CICDMYOC,Acute myocardial infarction,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,25289,
CICDMYOC,Acute myocardial infarction,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,25821,
CICDMYOC,Acute myocardial infarction,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,22924,
CICDMYOC,Acute myocardial infarction,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,22517,
CICDCERV,Cerebrovascular diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,60773,
CICDCERV,Cerebrovascular diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,60524,
CICDCERV,Cerebrovascular diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,61255,
CICDCERV,Cerebrovascular diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,58373,
CICDCERV,Cerebrovascular diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,57230,
CICDCERV,Cerebrovascular diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,61784,
CICDCERV,Cerebrovascular diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,56958,
CICDCERV,Cerebrovascular diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,60175,
CICDREPS,Diseases of the respiratory system,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,38798,
CICDREPS,Diseases of the respiratory system,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,40559,
CICDREPS,Diseases of the respiratory system,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,43444,
CICDREPS,Diseases of the respiratory system,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,41711,
CICDREPS,Diseases of the respiratory system,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,41543,
CICDREPS,Diseases of the respiratory system,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,48518,
CICDREPS,Diseases of the respiratory system,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,46537,
CICDREPS,Diseases of the respiratory system,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,53372,
CICDINPN,Influenza,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,247,
CICDINPN,Influenza,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,400,
CICDINPN,Influenza,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,454,
CICDINPN,Influenza,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,398,
CICDINPN,Influenza,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,259,
CICDINPN,Influenza,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,574,
CICDINPN,Influenza,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,298,
CICDINPN,Influenza,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,644,
CICDBAEM,Chronic obstructive Pulmonary diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,20957,
CICDBAEM,Chronic obstructive Pulmonary diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,20376,
CICDBAEM,Chronic obstructive Pulmonary diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,21337,
CICDBAEM,Chronic obstructive Pulmonary diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,20041,
CICDBAEM,Chronic obstructive Pulmonary diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,19773,
CICDBAEM,Chronic obstructive Pulmonary diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,21934,
CICDBAEM,Chronic obstructive Pulmonary diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,23098,
CICDBAEM,Chronic obstructive Pulmonary diseases,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,25307,
CICDDIGE,Diseases of the digestive system,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,23808,
CICDDIGE,Diseases of the digestive system,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,22921,
CICDDIGE,Diseases of the digestive system,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,23416,
CICDDIGE,Diseases of the digestive system,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,22732,
CICDDIGE,Diseases of the digestive system,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,22572,
CICDDIGE,Diseases of the digestive system,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,23286,
CICDDIGE,Diseases of the digestive system,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,22643,
CICDDIGE,Diseases of the digestive system,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,23261,
CICDCIRR,Chronic liver diseases and cirrhosis,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,7906,
CICDCIRR,Chronic liver diseases and cirrhosis,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,6720,
CICDCIRR,Chronic liver diseases and cirrhosis,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,6419,
CICDCIRR,Chronic liver diseases and cirrhosis,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,6060,
CICDCIRR,Chronic liver diseases and cirrhosis,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,6035,
CICDCIRR,Chronic liver diseases and cirrhosis,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,5871,
CICDCIRR,Chronic liver diseases and cirrhosis,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,5815,
CICDCIRR,Chronic liver diseases and cirrhosis,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,5621,
CICDPEAU,Diseases of the skin and subcutaneous tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,889,
CICDPEAU,Diseases of the skin and subcutaneous tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,993,
CICDPEAU,Diseases of the skin and subcutaneous tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,1003,
CICDPEAU,Diseases of the skin and subcutaneous tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,1080,
CICDPEAU,Diseases of the skin and subcutaneous tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,1093,
CICDPEAU,Diseases of the skin and subcutaneous tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,1270,
CICDPEAU,Diseases of the skin and subcutaneous tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,1214,
CICDPEAU,Diseases of the skin and subcutaneous tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,1413,
CICDOSTE,Diseases of the musculoskeletal system and connective tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,3081,
CICDOSTE,Diseases of the musculoskeletal system and connective tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,3143,
CICDOSTE,Diseases of the musculoskeletal system and connective tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,3152,
CICDOSTE,Diseases of the musculoskeletal system and connective tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,3201,
CICDOSTE,Diseases of the musculoskeletal system and connective tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,3123,
CICDOSTE,Diseases of the musculoskeletal system and connective tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,3472,
CICDOSTE,Diseases of the musculoskeletal system and connective tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,3210,
CICDOSTE,Diseases of the musculoskeletal system and connective tissue,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,3651,
CICDGENI,Diseases of the genitourinary system,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,10405,
CICDGENI,Diseases of the genitourinary system,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,11103,
CICDGENI,Diseases of the genitourinary system,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,11968,
CICDGENI,Diseases of the genitourinary system,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,11745,
CICDGENI,Diseases of the genitourinary system,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,12027,
CICDGENI,Diseases of the genitourinary system,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,13618,
CICDGENI,Diseases of the genitourinary system,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,10935,
CICDGENI,Diseases of the genitourinary system,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,12017,
CICDAFFE,Certain conditions originating in the perinatal period,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,1114,
CICDAFFE,Certain conditions originating in the perinatal period,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,1020,
CICDAFFE,Certain conditions originating in the perinatal period,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,1020,
CICDAFFE,Certain conditions originating in the perinatal period,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,981,
CICDAFFE,Certain conditions originating in the perinatal period,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,900,
CICDAFFE,Certain conditions originating in the perinatal period,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,857,
CICDAFFE,Certain conditions originating in the perinatal period,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,891,
CICDAFFE,Certain conditions originating in the perinatal period,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,801,
CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,1338,
CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,1426,
CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,1325,
CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,1336,
CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,1276,
CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,1394,
CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,1232,
CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,1399,
CICDSYMP,"Symptoms, signs, ill-defined causes",NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,9220,
CICDSYMP,"Symptoms, signs, ill-defined causes",NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,10171,
CICDSYMP,"Symptoms, signs, ill-defined causes",NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,11222,
CICDSYMP,"Symptoms, signs, ill-defined causes",NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,11060,
CICDSYMP,"Symptoms, signs, ill-defined causes",NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,11487,
CICDSYMP,"Symptoms, signs, ill-defined causes",NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,13476,
CICDSYMP,"Symptoms, signs, ill-defined causes",NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,12806,
CICDSYMP,"Symptoms, signs, ill-defined causes",NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,14257,
CICDEXTC,External causes of mortality,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,24031,
CICDEXTC,External causes of mortality,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,23693,
CICDEXTC,External causes of mortality,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,23775,
CICDEXTC,External causes of mortality,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,23494,
CICDEXTC,External causes of mortality,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,22888,
CICDEXTC,External causes of mortality,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,23928,
CICDEXTC,External causes of mortality,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,24352,
CICDEXTC,External causes of mortality,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,25411,
CICDTRAC,Transport Accidents,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,4567,
CICDTRAC,Transport Accidents,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,4509,
CICDTRAC,Transport Accidents,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,4169,
CICDTRAC,Transport Accidents,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,3755,
CICDTRAC,Transport Accidents,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,3742,
CICDTRAC,Transport Accidents,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,3772,
CICDTRAC,Transport Accidents,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,3643,
CICDTRAC,Transport Accidents,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,3789,
CICDCHUT,Accidental falls,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,3188,
CICDCHUT,Accidental falls,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,3920,
CICDCHUT,Accidental falls,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,4178,
CICDCHUT,Accidental falls,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,3825,
CICDCHUT,Accidental falls,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,3686,
CICDCHUT,Accidental falls,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,3958,
CICDCHUT,Accidental falls,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,3826,
CICDCHUT,Accidental falls,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,4097,
CICDHARM,Intentional self-harm,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,3987,
CICDHARM,Intentional self-harm,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,4152,
CICDHARM,Intentional self-harm,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,4256,
CICDHARM,Intentional self-harm,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,4285,
CICDHARM,Intentional self-harm,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,4145,
CICDHARM,Intentional self-harm,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,3988,
CICDHARM,Intentional self-harm,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,3868,
CICDHARM,Intentional self-harm,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,3937,
CICDHOCD,Assault,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,464,
CICDHOCD,Assault,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,451,
CICDHOCD,Assault,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,464,
CICDHOCD,Assault,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,422,
CICDHOCD,Assault,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,378,
CICDHOCD,Assault,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,392,
CICDHOCD,Assault,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,364,
CICDHOCD,Assault,NBPOPUPC,Number of total deaths,ITA,Italy,2017,2017,334,
CICDTBLS,Tuberculosis,NBPOPUPC,Number of total deaths,ITA,Italy,2010,2010,373,
CICDTBLS,Tuberculosis,NBPOPUPC,Number of total deaths,ITA,Italy,2011,2011,383,
CICDTBLS,Tuberculosis,NBPOPUPC,Number of total deaths,ITA,Italy,2012,2012,330,
CICDTBLS,Tuberculosis,NBPOPUPC,Number of total deaths,ITA,Italy,2013,2013,266,
CICDTBLS,Tuberculosis,NBPOPUPC,Number of total deaths,ITA,Italy,2014,2014,288,
CICDTBLS,Tuberculosis,NBPOPUPC,Number of total deaths,ITA,Italy,2015,2015,332,
CICDTBLS,Tuberculosis,NBPOPUPC,Number of total deaths,ITA,Italy,2016,2016,305,
